Name,Path,Folder,Folder ID,Folder URL,Extension,Page Count,Page Count Source,Size (KB),Created,Modified,File ID,File URL,Duplicate
2022-07-01 - Apara - Pltf Response to Def Catalyst FROGS - Set One(108559861.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-07-01 - Apara - Pltf Response to Def Catalyst FROGS - Set One(108559861.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,13,pdf_parsed,333.5,2026-02-12,2026-02-12,2132940675666,https://app.box.com/file/2132940675666,Yes
2022-07-01 - Apara - Pltf Response to Def Catalyst RFPS - Set One(108559856.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-07-01 - Apara - Pltf Response to Def Catalyst RFPS - Set One(108559856.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,42,pdf_parsed,2575.0,2026-02-12,2026-02-12,2132940606066,https://app.box.com/file/2132940606066,No
2022-07-01 - Apara - Pltf Responses to Def Catalyst SROGS - Set One(108559858.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-07-01 - Apara - Pltf Responses to Def Catalyst SROGS - Set One(108559858.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,13,pdf_parsed,318.3,2026-02-12,2026-02-12,2132940579666,https://app.box.com/file/2132940579666,Yes
2022-07-25 - Apara - Pltf Response to Def Catalyst RFPS - Supplemental(108559860.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-07-25 - Apara - Pltf Response to Def Catalyst RFPS - Supplemental(108559860.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,19,pdf_parsed,6745.4,2026-02-12,2026-02-12,2132940586866,https://app.box.com/file/2132940586866,Yes
2022-10-06 - Apara - Subpoena and Pltf's Dominican Hospital Billing Records (1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-10-06 - Apara - Subpoena and Pltf's Dominican Hospital Billing Records (1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,12,pdf_parsed,570.5,2026-02-12,2026-02-12,2132940610866,https://app.box.com/file/2132940610866,No
2022-10-06 - Apara - Subpoena and Pltf's Dominican Hospital Billing Records (2).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-10-06 - Apara - Subpoena and Pltf's Dominican Hospital Billing Records (2).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,12,pdf_parsed,570.5,2026-02-12,2026-02-12,2132940582066,https://app.box.com/file/2132940582066,No
2022-10-10 - Apara - Subpoena and Pltf's Dominican Hospital Medical Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-10-10 - Apara - Subpoena and Pltf's Dominican Hospital Medical Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,103,pdf_parsed,14755.5,2026-02-12,2026-02-12,2132940630066,https://app.box.com/file/2132940630066,No
2022-10-10 - Apara - Subpoena and Pltf's Sutter Health Medical Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-10-10 - Apara - Subpoena and Pltf's Sutter Health Medical Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,19,pdf_parsed,982.5,2026-02-12,2026-02-12,2132940651666,https://app.box.com/file/2132940651666,No
2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,2,pdf_parsed,224.0,2026-02-12,2026-02-12,2132940625266,https://app.box.com/file/2132940625266,Yes
2023-09-05 - Apara - Defs Subpoena and Pltf's Alta Bates Billing Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2023-09-05 - Apara - Defs Subpoena and Pltf's Alta Bates Billing Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,16,pdf_parsed,2342.5,2026-02-12,2026-02-12,2132940601266,https://app.box.com/file/2132940601266,No
2023-09-05 - Apara - Pltf's Alta Bates Medical Records (1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2023-09-05 - Apara - Pltf's Alta Bates Medical Records (1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,60,pdf_parsed,2104.7,2026-02-12,2026-02-12,2132940658866,https://app.box.com/file/2132940658866,No
2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,60,pdf_parsed,2104.7,2026-02-12,2026-02-12,2132940670866,https://app.box.com/file/2132940670866,Yes
"2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,123,pdf_parsed,830.2,2026-02-12,2026-02-12,2132940574866,https://app.box.com/file/2132940574866,Yes
2024-04-22 - Apara - Def Brandon Reed Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2024-04-22 - Apara - Def Brandon Reed Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,8,pdf_parsed,472.5,2026-02-12,2026-02-12,2132940608466,https://app.box.com/file/2132940608466,Yes
2024-04-23 - Apara - Def Sara King Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2024-04-23 - Apara - Def Sara King Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,8,pdf_parsed,459.6,2026-02-12,2026-02-12,2132940639666,https://app.box.com/file/2132940639666,Yes
2024-08-09 - Apara - Pltf NBII - Invoice.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2024-08-09 - Apara - Pltf NBII - Invoice.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,1,pdf_parsed,67.1,2026-02-12,2026-02-12,2132940654066,https://app.box.com/file/2132940654066,No
2024-08-13 National Brain Injury Institute - Mediation Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2024-08-13 National Brain Injury Institute - Mediation Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,39,pdf_parsed,1092.6,2026-02-12,2026-02-12,2132940584466,https://app.box.com/file/2132940584466,No
2025-03-17 - Apara - Pltf Mediation Brief.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2025-03-17 - Apara - Pltf Mediation Brief.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,135,pdf_parsed,4452.1,2026-02-12,2026-02-12,2132940634866,https://app.box.com/file/2132940634866,Yes
2025-04-08 - Apara - Plaintiff's Documents to Mediator.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2025-04-08 - Apara - Plaintiff's Documents to Mediator.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,9,pdf_parsed,1118.8,2026-02-12,2026-02-12,2132940577266,https://app.box.com/file/2132940577266,No
2026-01 - Apara - Billing Records (Alta Bates Summit Medical Center) Tag 10 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-01 - Apara - Billing Records (Alta Bates Summit Medical Center) Tag 10 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,14,pdf_parsed,1143.3,2026-02-12,2026-02-12,2132940673266,https://app.box.com/file/2132940673266,No
2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,11,pdf_parsed,579.2,2026-02-12,2026-02-12,2132940618066,https://app.box.com/file/2132940618066,Yes
2026-01 - Apara - Medical Records (Dominican Hospital-Billing) Tag 5 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-01 - Apara - Medical Records (Dominican Hospital-Billing) Tag 5 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,14,pdf_parsed,1522.9,2026-02-12,2026-02-12,2132940668466,https://app.box.com/file/2132940668466,No
2026-01 - Apara - Medical Records (Dominican Hospital-Med) Tag 3 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-01 - Apara - Medical Records (Dominican Hospital-Med) Tag 3 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,130,pdf_parsed,20532.6,2026-02-12,2026-02-12,2132940646866,https://app.box.com/file/2132940646866,No
"2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,1,pdf_parsed,46.2,2026-02-12,2026-02-12,2132940603666,https://app.box.com/file/2132940603666,Yes
Dignity Health - Mediation Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/Dignity Health - Mediation Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,32,pdf_parsed,558.5,2026-02-12,2026-02-12,2132940591666,https://app.box.com/file/2132940591666,Yes
2021-03-15 Medium.com - VIP While Black Article by Plaintiff.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Article/2021-03-15 Medium.com - VIP While Black Article by Plaintiff.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Article",365775661266,https://app.box.com/folder/365775661266,.pdf,35,pdf_parsed,24833.3,2026-02-12,2026-02-12,2132940560466,https://app.box.com/file/2132940560466,Yes
2021-11-17 Complaint(108316473.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2021-11-17 Complaint(108316473.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,14,pdf_parsed,249.3,2026-02-12,2026-02-12,2132940536466,https://app.box.com/file/2132940536466,Yes
2022-01-21 Def Catalyst Answer to Complaint.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2022-01-21 Def Catalyst Answer to Complaint.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,9,pdf_parsed,784.0,2026-02-12,2026-02-12,2132940531666,https://app.box.com/file/2132940531666,Yes
2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,2,pdf_parsed,224.0,2026-02-12,2026-02-12,2132940529266,https://app.box.com/file/2132940529266,Yes
2024-04-22 - Apara - Def Brandon Reed Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2024-04-22 - Apara - Def Brandon Reed Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,8,pdf_parsed,472.5,2026-02-12,2026-02-12,2132940534066,https://app.box.com/file/2132940534066,Yes
2024-04-23 - Apara - Def Sara King Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2024-04-23 - Apara - Def Sara King Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,8,pdf_parsed,459.6,2026-02-12,2026-02-12,2132940526866,https://app.box.com/file/2132940526866,Yes
"2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Depositions/2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Depositions",365775642066,https://app.box.com/folder/365775642066,.pdf,123,pdf_parsed,830.2,2026-02-12,2026-02-12,2132940512466,https://app.box.com/file/2132940512466,Yes
"2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Expert Correspondence/2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Expert Correspondence",365775656466,https://app.box.com/folder/365775656466,.pdf,1,pdf_parsed,46.2,2026-02-12,2026-02-12,2132940543666,https://app.box.com/file/2132940543666,Yes
"2022-06-01 - DEF CATALYST FROGS TO PLTF, SET ONE(110191976.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/**Duplicates/2022-06-01 - DEF CATALYST FROGS TO PLTF, SET ONE(110191976.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/**Duplicates",365775668466,https://app.box.com/folder/365775668466,.pdf,9,pdf_parsed,5120.9,2026-02-12,2026-02-12,2132940687666,https://app.box.com/file/2132940687666,Yes
"2022-06-01 - DEF CATALYST RFPD TO PLTF, SET ONE(110191969.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/**Duplicates/2022-06-01 - DEF CATALYST RFPD TO PLTF, SET ONE(110191969.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/**Duplicates",365775668466,https://app.box.com/folder/365775668466,.pdf,8,pdf_parsed,2734.0,2026-02-12,2026-02-12,2132940690066,https://app.box.com/file/2132940690066,Yes
"2022-06-01 - DEF CATALYST SROGS TO PLTF, SET ONE(110191967.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/**Duplicates/2022-06-01 - DEF CATALYST SROGS TO PLTF, SET ONE(110191967.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/**Duplicates",365775668466,https://app.box.com/folder/365775668466,.pdf,7,pdf_parsed,2439.6,2026-02-12,2026-02-12,2132940692466,https://app.box.com/file/2132940692466,Yes
"2022-06-01 Catalyst FROGS to Apara, Set 1.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/2022-06-01 Catalyst FROGS to Apara, Set 1.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories",365775649266,https://app.box.com/folder/365775649266,.pdf,9,pdf_parsed,5120.9,2026-02-12,2026-02-12,2132940524466,https://app.box.com/file/2132940524466,Yes
"2022-06-01 Catalyst SROGS to Apara, Set 1.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/2022-06-01 Catalyst SROGS to Apara, Set 1.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories",365775649266,https://app.box.com/folder/365775649266,.pdf,7,pdf_parsed,2439.6,2026-02-12,2026-02-12,2132940517266,https://app.box.com/file/2132940517266,Yes
2022-07-01 - Apara - Pltf Response to Def Catalyst FROGS - Set One(108559861.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/2022-07-01 - Apara - Pltf Response to Def Catalyst FROGS - Set One(108559861.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories",365775649266,https://app.box.com/folder/365775649266,.pdf,13,pdf_parsed,333.5,2026-02-12,2026-02-12,2132940522066,https://app.box.com/file/2132940522066,Yes
2022-07-01 - Apara - Pltf Responses to Def Catalyst SROGS - Set One(108559858.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories/2022-07-01 - Apara - Pltf Responses to Def Catalyst SROGS - Set One(108559858.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Interrogatories",365775649266,https://app.box.com/folder/365775649266,.pdf,13,pdf_parsed,318.3,2026-02-12,2026-02-12,2132940519666,https://app.box.com/file/2132940519666,Yes
2025-03-17 - Apara - Pltf Mediation Brief.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)/2025-03-17 - Apara - Pltf Mediation Brief.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)",365775637266,https://app.box.com/folder/365775637266,.pdf,135,pdf_parsed,4452.1,2026-02-12,2026-02-12,2132940481266,https://app.box.com/file/2132940481266,Yes
2025-04-08 - Plaintiff's Documents to Mediator (Lost Wages-Lien Info).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)/2025-04-08 - Plaintiff's Documents to Mediator (Lost Wages-Lien Info).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)",365775637266,https://app.box.com/folder/365775637266,.pdf,9,pdf_parsed,1118.8,2026-02-12,2026-02-12,2132940478866,https://app.box.com/file/2132940478866,No
