Name,Path,Folder,Extension,Page Count,Page Count Source,Size (KB),Created,Modified,File ID,Duplicate
2024-10-30 Liberty Responses to Plaintiff's Amended Fourth Discovery Requets.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/_PLEADINGS/2024-10-30 Liberty Responses to Plaintiff's Amended Fourth Discovery Requets.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/_PLEADINGS,.pdf,11,pdf_parsed,226.3,3/18/26,3/18/26,2.16907E+12,Yes
2024-11-01 Tatro's Responses to Pl's First Discovery.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-11-01 Tatro's Responses to Pl's First Discovery.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,16,pdf_parsed,280.8,3/18/26,3/18/26,2.16907E+12,No
2024-11-04 Huhman's Responses to Pl's First Discovery.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-11-04 Huhman's Responses to Pl's First Discovery.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,16,pdf_parsed,233.7,3/18/26,3/18/26,2.16907E+12,No
2024-11-07 Sage's Responses to Pl's First Discovery.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-11-07 Sage's Responses to Pl's First Discovery.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,15,pdf_parsed,279.2,3/18/26,3/18/26,2.16906E+12,No
2024-11-20 Liberty Defendants Amended Written Responses to Plaintiffs Amended Fourth Set of Discovery Requests.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-11-20 Liberty Defendants Amended Written Responses to Plaintiffs Amended Fourth Set of Discovery Requests.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,12,pdf_parsed,230.7,3/18/26,3/18/26,2.16906E+12,Yes
2024-11-20 Liberty Defendants Amended Written Responses to Plaintiffs Amended Fourth Set of Discovery Requests.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/_PLEADINGS/2024-11-20 Liberty Defendants Amended Written Responses to Plaintiffs Amended Fourth Set of Discovery Requests.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/_PLEADINGS,.pdf,12,pdf_parsed,230.7,3/18/26,3/18/26,2.16906E+12,Yes
2024-11-20 Tatro's 1st RFP to Pl John Doe 2B MacArthur Finley.pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS/2024-11-20 Tatro's 1st RFP to Pl John Doe 2B MacArthur Finley.pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS,.pdf,4,pdf_parsed,124,3/18/26,3/18/26,2.1691E+12,No
2024-11-20 Tatro's 1st Roggs to Pl John Doe 2B MacArthur Finley.pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS/2024-11-20 Tatro's 1st Roggs to Pl John Doe 2B MacArthur Finley.pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS,.pdf,6,pdf_parsed,142.5,3/18/26,3/18/26,2.1691E+12,No
2024-12-09 Plaintiff's Answers to LOC's 1st Roggs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS/2024-12-09 Plaintiff's Answers to LOC's 1st Roggs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS,.pdf,34,pdf_parsed,359.4,3/18/26,3/18/26,2.16906E+12,No
2024-12-09 Plaintiff's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-09 Plaintiff's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,17,pdf_parsed,175.4,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-09 Plaintiff's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS/2024-12-09 Plaintiff's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS,.pdf,17,pdf_parsed,175.4,3/18/26,3/18/26,2.16906E+12,Yes
2024-12-13 Plf's Answers to LOC'S 1st RFAs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS/2024-12-13 Plf's Answers to LOC'S 1st RFAs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS,.pdf,8,pdf_parsed,137.6,3/18/26,3/18/26,2.1691E+12,No
2024-12-13 Plf's Answers to LOC's 1st ROGs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS/2024-12-13 Plf's Answers to LOC's 1st ROGs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS,.pdf,29,pdf_parsed,289.5,3/18/26,3/18/26,2.1691E+12,No
2024-12-13 Plf's Responses to LOCs 1st RFPs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-13 Plf's Responses to LOCs 1st RFPs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,20,pdf_parsed,184.8,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-13 Plf's Responses to LOCs 1st RFPs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS/2024-12-13 Plf's Responses to LOCs 1st RFPs (Mac Arthur Finley).pdf,Doe et al. v. Liberty Healthcare et al/02b_MacArthur Finley (JD2B)/_PLEADINGS,.pdf,20,pdf_parsed,184.8,3/18/26,3/18/26,2.1691E+12,Yes
2024-12-23 Answers of Jane Doe 4b (Caitlin Spradling) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/04b_Caitlin Spradling (Jane Doe 4B)/_PLEADINGS/2024-12-23 Answers of Jane Doe 4b (Caitlin Spradling) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/04b_Caitlin Spradling (Jane Doe 4B)/_PLEADINGS,.pdf,18,pdf_parsed,715.1,3/18/26,3/18/26,2.16909E+12,No
2024-12-23 Answers of Jane Doe 5b (Mickey McDade) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/05_Mickey McDade (Jane Doe 5)/_PLEADINGS/2024-12-23 Answers of Jane Doe 5b (Mickey McDade) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/05_Mickey McDade (Jane Doe 5)/_PLEADINGS,.pdf,18,pdf_parsed,739,3/18/26,3/18/26,2.16905E+12,No
2024-12-23 Answers of Jane Doe 7b (Launa Richardson) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Launa Richardson (Jane Doe 7B)/_PLEADINGS/2024-12-23 Answers of Jane Doe 7b (Launa Richardson) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Launa Richardson (Jane Doe 7B)/_PLEADINGS,.pdf,18,pdf_parsed,738.9,3/18/26,3/18/26,2.16905E+12,No
2024-12-23 Answers of John Doe 1 (Cody Richardson) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/01_Cody Richardson (JD1)/_PLEADINGS/2024-12-23 Answers of John Doe 1 (Cody Richardson) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/01_Cody Richardson (JD1)/_PLEADINGS,.pdf,21,pdf_parsed,737.8,3/18/26,3/18/26,2.16909E+12,No
2024-12-23 Answers of John Doe 3B (Theodore Clark) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS/2024-12-23 Answers of John Doe 3B (Theodore Clark) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS,.pdf,21,pdf_parsed,737.4,3/18/26,3/18/26,2.16906E+12,No
2024-12-23 Answers of John Doe 4 (Dakota Norman) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/04_Dakota Norman (John Doe 4)/_PLEADINGS/2024-12-23 Answers of John Doe 4 (Dakota Norman) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/04_Dakota Norman (John Doe 4)/_PLEADINGS,.pdf,17,pdf_parsed,712.5,3/18/26,3/18/26,2.16907E+12,No
2024-12-23 Answers of John Doe 5B (Noah Zoellner) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2024-12-23 Answers of John Doe 5B (Noah Zoellner) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,18,pdf_parsed,715.7,3/18/26,3/18/26,2.16908E+12,No
2024-12-23 Answers of John Doe 6b (Nathan S..) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2024-12-23 Answers of John Doe 6b (Nathan S..) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,18,pdf_parsed,739.1,3/18/26,3/18/26,2.1691E+12,No
2024-12-23 Answers of John Doe 7b (Richard Peters) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2024-12-23 Answers of John Doe 7b (Richard Peters) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,22,pdf_parsed,731.2,3/18/26,3/18/26,2.16907E+12,No
2024-12-23 Answers of John Doe 8B (Gage Luke) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2024-12-23 Answers of John Doe 8B (Gage Luke) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,18,pdf_parsed,715,3/18/26,3/18/26,2.16906E+12,No
2024-12-23 Answers of John Doe 9b (Robert Alba) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/09b_Robert Alba (John Doe 9B)/_PLEADINGS/2024-12-23 Answers of John Doe 9b (Robert Alba) to Def. Tatro's 1st Roggs.pdf,Doe et al. v. Liberty Healthcare et al/09b_Robert Alba (John Doe 9B)/_PLEADINGS,.pdf,18,pdf_parsed,715.2,3/18/26,3/18/26,2.16907E+12,No
2024-12-23 Responses of Jane Doe 4b (Caitlin Spradling) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of Jane Doe 4b (Caitlin Spradling) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.3,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of Jane Doe 4b (Caitlin Spradling) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/04b_Caitlin Spradling (Jane Doe 4B)/_PLEADINGS/2024-12-23 Responses of Jane Doe 4b (Caitlin Spradling) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/04b_Caitlin Spradling (Jane Doe 4B)/_PLEADINGS,.pdf,6,pdf_parsed,648.3,3/18/26,3/18/26,2.1691E+12,Yes
2024-12-23 Responses of Jane Doe 5b (Mickey McDade) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of Jane Doe 5b (Mickey McDade) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,649,3/18/26,3/18/26,2.16906E+12,Yes
2024-12-23 Responses of Jane Doe 5b (Mickey McDade) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/05_Mickey McDade (Jane Doe 5)/_PLEADINGS/2024-12-23 Responses of Jane Doe 5b (Mickey McDade) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/05_Mickey McDade (Jane Doe 5)/_PLEADINGS,.pdf,6,pdf_parsed,649,3/18/26,3/18/26,2.16905E+12,Yes
2024-12-23 Responses of Jane Doe 7b (Launa Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of Jane Doe 7b (Launa Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.9,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of Jane Doe 7b (Launa Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Launa Richardson (Jane Doe 7B)/_PLEADINGS/2024-12-23 Responses of Jane Doe 7b (Launa Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Launa Richardson (Jane Doe 7B)/_PLEADINGS,.pdf,6,pdf_parsed,648.9,3/18/26,3/18/26,2.16906E+12,Yes
2024-12-23 Responses of John Doe 1 (Cody Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 1 (Cody Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,647.6,3/18/26,3/18/26,2.16906E+12,Yes
2024-12-23 Responses of John Doe 1 (Cody Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/01_Cody Richardson (JD1)/_PLEADINGS/2024-12-23 Responses of John Doe 1 (Cody Richardson) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/01_Cody Richardson (JD1)/_PLEADINGS,.pdf,6,pdf_parsed,647.6,3/18/26,3/18/26,2.1691E+12,Yes
2024-12-23 Responses of John Doe 2b (Mac Finley) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 2b (Mac Finley) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,647.9,3/18/26,3/18/26,2.16907E+12,No
2024-12-23 Responses of John Doe 3B (Theo Clark) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 3B (Theo Clark) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.8,3/18/26,3/18/26,2.16907E+12,No
2024-12-23 Responses of John Doe 3B (Theodore Clark) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS/2024-12-23 Responses of John Doe 3B (Theodore Clark) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS,.pdf,6,pdf_parsed,648.8,3/18/26,3/18/26,2.16906E+12,No
2024-12-23 Responses of John Doe 5B (Noah Zoellner) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 5B (Noah Zoellner) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.9,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of John Doe 5B (Noah Zoellner) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2024-12-23 Responses of John Doe 5B (Noah Zoellner) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,6,pdf_parsed,648.9,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of John Doe 6b (Nathan Stinnett) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 6b (Nathan Stinnett) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.8,3/18/26,3/18/26,2.16906E+12,Yes
2024-12-23 Responses of John Doe 6b (Nathan Stinnett) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2024-12-23 Responses of John Doe 6b (Nathan Stinnett) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,6,pdf_parsed,648.8,3/18/26,3/18/26,2.1691E+12,Yes
2024-12-23 Responses of John Doe 7b (Richard Peters) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 7b (Richard Peters) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.7,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of John Doe 7b (Richard Peters) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2024-12-23 Responses of John Doe 7b (Richard Peters) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,6,pdf_parsed,648.7,3/18/26,3/18/26,2.16908E+12,Yes
2024-12-23 Responses of John Doe 8B (Gage Luke) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 8B (Gage Luke) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.4,3/18/26,3/18/26,2.16906E+12,Yes
2024-12-23 Responses of John Doe 8B (Gage Luke) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2024-12-23 Responses of John Doe 8B (Gage Luke) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,6,pdf_parsed,648.4,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of John Doe 9b (Robert Alba) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2024-12-23 Responses of John Doe 9b (Robert Alba) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,6,pdf_parsed,648.3,3/18/26,3/18/26,2.16907E+12,Yes
2024-12-23 Responses of John Doe 9b (Robert Alba) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/09b_Robert Alba (John Doe 9B)/_PLEADINGS/2024-12-23 Responses of John Doe 9b (Robert Alba) to Def. Tatro's 1st RFPs.pdf,Doe et al. v. Liberty Healthcare et al/09b_Robert Alba (John Doe 9B)/_PLEADINGS,.pdf,6,pdf_parsed,648.3,3/18/26,3/18/26,2.16907E+12,Yes
2025-01-06 Plf's Answers to LOC's 1st Roggs (Richard Peters).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-01-06 Plf's Answers to LOC's 1st Roggs (Richard Peters).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,34,pdf_parsed,2641.7,3/18/26,3/18/26,2.16908E+12,No
2025-01-06 Plf's Responses to LOCs First RFPs (Richard Peters).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-01-06 Plf's Responses to LOCs First RFPs (Richard Peters).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,18,pdf_parsed,178.3,3/18/26,3/18/26,2.16906E+12,Yes
2025-01-06 Plf's Responses to LOCs First RFPs (Richard Peters).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-01-06 Plf's Responses to LOCs First RFPs (Richard Peters).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,18,pdf_parsed,178.3,3/18/26,3/18/26,2.16908E+12,Yes
2025-01-13 SUPP Plf's Answers to LOC's 1st Roggs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS/2025-01-13 SUPP Plf's Answers to LOC's 1st Roggs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS,.pdf,39,pdf_parsed,372.8,3/18/26,3/18/26,2.16906E+12,No
2025-01-13 SUPP Plf's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-01-13 SUPP Plf's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,19,pdf_parsed,210.8,3/18/26,3/18/26,2.16907E+12,Yes
2025-01-13 SUPP Plf's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS/2025-01-13 SUPP Plf's Responses to LOCs 1st RFPs (Theodore Clark).pdf,Doe et al. v. Liberty Healthcare et al/03b_Theodore Clark (JD3B)/_PLEADINGS,.pdf,19,pdf_parsed,210.8,3/18/26,3/18/26,2.16907E+12,Yes
