Name,Path,Folder,Folder ID,Folder URL,Extension,Page Count,Page Count Source,Size (KB),Created,Modified,File ID,File URL,Duplicate
2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,2,pdf_parsed,224.0,2026-02-12,2026-02-12,2132940625266,https://app.box.com/file/2132940625266,Yes
2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2022-10-18 - Apara - Complaint Amendment (Adding Brandon Reed and Sara King)(108316482.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,2,pdf_parsed,224.0,2026-02-12,2026-02-12,2132940529266,https://app.box.com/file/2132940529266,Yes
2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,60,pdf_parsed,2104.7,2026-02-12,2026-02-12,2132940670866,https://app.box.com/file/2132940670866,Yes
2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates/2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates",365775663666,https://app.box.com/folder/365775663666,.pdf,60,pdf_parsed,2104.7,2026-02-12,2026-02-12,2132940567666,https://app.box.com/file/2132940567666,Yes
"2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,123,pdf_parsed,830.2,2026-02-12,2026-02-12,2132940574866,https://app.box.com/file/2132940574866,Yes
"2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Depositions/2023-09-25 - Apara - Apara, Kulwa Deposition Transcript.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Depositions",365775642066,https://app.box.com/folder/365775642066,.pdf,123,pdf_parsed,830.2,2026-02-12,2026-02-12,2132940512466,https://app.box.com/file/2132940512466,Yes
2024-04-22 - Apara - Def Brandon Reed Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2024-04-22 - Apara - Def Brandon Reed Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,8,pdf_parsed,472.5,2026-02-12,2026-02-12,2132940608466,https://app.box.com/file/2132940608466,Yes
2024-04-22 - Apara - Def Brandon Reed Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2024-04-22 - Apara - Def Brandon Reed Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,8,pdf_parsed,472.5,2026-02-12,2026-02-12,2132940534066,https://app.box.com/file/2132940534066,Yes
2024-04-23 - Apara - Def Sara King Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2024-04-23 - Apara - Def Sara King Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,8,pdf_parsed,459.6,2026-02-12,2026-02-12,2132940639666,https://app.box.com/file/2132940639666,Yes
2024-04-23 - Apara - Def Sara King Answer.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)/2024-04-23 - Apara - Def Sara King Answer.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Complaint(s) & Answer(s)",365775651666,https://app.box.com/folder/365775651666,.pdf,8,pdf_parsed,459.6,2026-02-12,2026-02-12,2132940526866,https://app.box.com/file/2132940526866,Yes
2025-03-17 - Apara - Pltf Mediation Brief.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2025-03-17 - Apara - Pltf Mediation Brief.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,135,pdf_parsed,4452.1,2026-02-12,2026-02-12,2132940634866,https://app.box.com/file/2132940634866,Yes
2025-03-17 - Apara - Pltf Mediation Brief.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)/2025-03-17 - Apara - Pltf Mediation Brief.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)",365775637266,https://app.box.com/folder/365775637266,.pdf,135,pdf_parsed,4452.1,2026-02-12,2026-02-12,2132940481266,https://app.box.com/file/2132940481266,Yes
2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,11,pdf_parsed,579.2,2026-02-12,2026-02-12,2132940618066,https://app.box.com/file/2132940618066,Yes
2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,11,pdf_parsed,579.2,2026-02-12,2026-02-12,2132940488466,https://app.box.com/file/2132940488466,Yes
"2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,1,pdf_parsed,46.2,2026-02-12,2026-02-12,2132940603666,https://app.box.com/file/2132940603666,Yes
"2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Expert Correspondence/2026-02-05 Ltr to Richard A. Rubenstein, M.D..pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Expert Correspondence",365775656466,https://app.box.com/folder/365775656466,.pdf,1,pdf_parsed,46.2,2026-02-12,2026-02-12,2132940543666,https://app.box.com/file/2132940543666,Yes
Dignity Health - Mediation Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026/Dignity Health - Mediation Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/**Records Received from Attorney (in Original Format)/Received on 02.09.2026",365775666066,https://app.box.com/folder/365775666066,.pdf,32,pdf_parsed,558.5,2026-02-12,2026-02-12,2132940591666,https://app.box.com/file/2132940591666,Yes
Dignity Health - Mediation Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)/Dignity Health - Mediation Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)",365775637266,https://app.box.com/folder/365775637266,.pdf,32,pdf_parsed,558.5,2026-02-12,2026-02-12,2132940476466,https://app.box.com/file/2132940476466,Yes
